gene	log2FC	p	padj	n
GUSBP1	0.60829575	0.00869925453536547	0.469759351982865	8
ATAT1	0.31018175	0.00873390798314576	0.469759351982865	8
LINC02934	-0.3529045	0.00876805634651473	0.469759351982865	8
ERG28	-0.5309335	0.00878342328660924	0.469759351982865	8
ERO1A	-0.598281	0.00879720222841347	0.469759351982865	8
TPM2	0.330400000000002	0.00887813245167211	0.469759351982865	8
PCCB	-0.387663749999999	0.00889552386268431	0.469759351982865	8
TCEA1	0.5303315	0.00889658035959547	0.469759351982865	8
ENTPD1	-1.059926	0.00893930225640585	0.469759351982865	8
TNFSF18	2.117915	0.00895982441932427	0.469759351982865	8
TIGD6	-0.36585475	0.00906842065508869	0.469759351982865	8
RNF144A	-0.76099575	0.00908306983120781	0.469759351982865	8
VCPIP1	-0.38045525	0.00910302858474366	0.469759351982865	8
RTP4	-0.459876249999999	0.00916254688941524	0.469759351982865	8
PRICKLE1	0.623060250000001	0.00920238309312078	0.469759351982865	8
HOXA6	0.543038250000001	0.00921558678615394	0.469759351982865	8
CNIH4	-0.684396249999999	0.00923054117153912	0.469759351982865	8
